21:06:09.978 [main] INFO  com.hcl.gim.baseutil.BaseTest - 
21:06:23.638 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - Scroll up
21:06:23.674 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - Wait for Download CarParkingDeduction Form Template link
21:06:23.791 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - Validate Download CarParkingDeduction Form Template link is clickable
21:06:23.919 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - Clicked on : Download CarParkingDeduction Form Template link
21:06:23.984 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - New File Created:42b70ebd-a3f2-449b-973e-62d7b0648e36.tmp
21:06:24.053 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - New File Created:Claim (11).xlsx.crdownload
21:06:24.346 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - New File Created:Claim (11).xlsx
21:06:24.348 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - Downloaded file found with extension .xlsx. File name is Claim (11).xlsx
21:06:24.848 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - Downloaded document name is Claim (11).xlsx
21:06:24.848 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0001 - Template with Filename Claim (11).xlsx downloaded successfully
21:06:31.002 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Chrome Browser is launched
21:06:31.552 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Expected text : Log in. is matching with the : Log in. text in the application 
21:06:31.552 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Log In page is displayed
21:06:31.552 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Enter the value into User Id text box
21:06:31.784 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - 40136083 typed into User Id text box
21:06:31.784 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Enter the value into Password text box
21:06:31.966 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - GIM@123# typed into Password text box
21:06:31.966 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Validate Login button is clickable
21:06:33.066 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Clicked on : Login button
21:06:33.681 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - GEO HR-Log in is successfull
21:06:33.742 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
21:06:33.743 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - HR Partner Manual popup is displayed
21:06:33.743 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Validate Close button on HCL Banner is clickable
21:06:33.878 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Clicked on : Close button on HCL Banner
21:06:33.973 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Home page is displayed, url= https://staging.myhcl.com/GIM/Home/Index, title= Home Page
21:06:33.978 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Role: Employee
21:06:33.979 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Validate Geo HR Initiate On Behalf Of Employee button is clickable
21:06:34.634 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Clicked on : Geo HR Initiate On Behalf Of Employee button
21:06:34.697 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Initiate Claim page is displayed, url= https://staging.myhcl.com/GIM/HRPartner/InitiateClaim, title= InitiateClaim
21:06:34.702 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Wait for Select Claim type Drop down
21:06:34.830 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Validate Select Claim type Drop down is clickable
21:06:35.277 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Clicked on : Select Claim type Drop down
21:06:36.235 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - List of all Claim types from the Drop down is displayed.
21:06:36.254 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Wait for Car parking Deduction
21:06:36.534 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Able to mouse over on  Car parking Deduction
21:06:36.804 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Clicked on : Car parking Deduction
21:06:36.838 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Able to select Car parking Deduction from the Dropdown and default selection is Copy & Paste 
21:06:36.950 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Expected text : Car parking Deduction is matching with the : Car parking Deduction text in the application 
21:06:36.951 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Car parking Deduction is selected and default selection is Copy & Paste
21:06:36.961 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Scroll up
21:06:37.006 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Wait for Download CarParkingDeduction Form Template link
21:06:37.167 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Validate Download CarParkingDeduction Form Template link is clickable
21:06:37.345 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Clicked on : Download CarParkingDeduction Form Template link
21:06:37.438 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - New File Created:617f6671-f0f5-4306-b647-10ca2afbfbfe.tmp
21:06:37.531 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - New File Created:Claim (12).xlsx.crdownload
21:06:37.813 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - New File Created:Claim (12).xlsx
21:06:37.814 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Downloaded file found with extension .xlsx. File name is Claim (12).xlsx
21:06:38.316 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Downloaded document name is Claim (12).xlsx
21:06:38.317 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Template with Filename Claim (12).xlsx downloaded successfully
21:06:41.886 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Able to mouse over on Paste Your Content Here Text
21:06:52.122 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Wait for Upload Document Link
21:06:52.283 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Validate Upload Document Link is clickable
21:06:52.482 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - Clicked on : Upload Document Link
21:07:09.574 [main] ERROR com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0002 - no such element: Unable to locate element: {"method":"xpath","selector":"//div[@class='dz-filename']/span"}
  (Session info: chrome=88.0.4324.190)
For documentation on this error, please visit: https://www.seleniumhq.org/exceptions/no_such_element.html
Build info: version: '3.141.59', revision: 'e82be7d358', time: '2018-11-14T08:25:53'
System info: host: 'HCLT-PC5929-1', ip: '10.98.101.172', os.name: 'Windows Server 2019', os.arch: 'amd64', os.version: '10.0', java.version: '11.0.9'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 88.0.4324.190, chrome: {chromedriverVersion: 87.0.4280.88 (89e2380a3e36c..., userDataDir: C:\Users\aatish.s.ASSOCIATE...}, goog:chromeOptions: {debuggerAddress: localhost:60254}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:virtualAuthenticators: true}
Session ID: 64e98decb6ed535e25a79a02fcbaae59
*** Element info: {Using=xpath, value=//div[@class='dz-filename']/span}
21:07:16.654 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Chrome Browser is launched
21:07:17.190 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : Log in. is matching with the : Log in. text in the application 
21:07:17.190 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Log In page is displayed
21:07:17.190 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Enter the value into User Id text box
21:07:17.400 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - 40136083 typed into User Id text box
21:07:17.401 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Enter the value into Password text box
21:07:17.557 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - GIM@123# typed into Password text box
21:07:17.557 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Login button is clickable
21:07:18.636 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Login button
21:07:19.251 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - GEO HR-Log in is successfull
21:07:19.317 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
21:07:19.317 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - HR Partner Manual popup is displayed
21:07:19.317 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Close button on HCL Banner is clickable
21:07:19.471 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Close button on HCL Banner
21:07:19.570 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Home page is displayed, url= https://staging.myhcl.com/GIM/Home/Index, title= Home Page
21:07:19.581 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Role: Employee
21:07:19.581 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Geo HR Initiate On Behalf Of Employee button is clickable
21:07:20.189 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Geo HR Initiate On Behalf Of Employee button
21:07:20.250 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Initiate Claim page is displayed, url= https://staging.myhcl.com/GIM/HRPartner/InitiateClaim, title= InitiateClaim
21:07:20.259 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Select Claim type Drop down
21:07:20.399 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Select Claim type Drop down is clickable
21:07:20.832 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Select Claim type Drop down
21:07:21.687 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - List of all Claim types from the Drop down is displayed.
21:07:21.692 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Car parking Deduction
21:07:21.945 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Able to mouse over on  Car parking Deduction
21:07:22.176 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Car parking Deduction
21:07:22.209 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Able to select Car parking Deduction from the Dropdown and default selection is Copy & Paste 
21:07:22.273 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : Car parking Deduction is matching with the : Car parking Deduction text in the application 
21:07:22.274 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Car parking Deduction is selected and default selection is Copy & Paste
21:07:22.315 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Scroll up
21:07:22.350 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Paste Your Content Here Text field
21:07:22.467 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Enter the value into Paste Your Content Here Text field
21:07:22.647 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Employee Code
 40207011 typed into Paste Your Content Here Text field
21:07:22.647 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Upload Document Link
21:07:22.774 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Upload Document Link is clickable
21:07:22.956 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Upload Document Link
21:07:30.096 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : Sample(JPEG).jpeg is matching with the : Sample(JPEG).jpeg text in the application 
21:07:30.100 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Sample(JPEG).jpeg file is uploaded
21:07:30.100 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Upload Button
21:07:30.304 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Upload Button is clickable
21:07:30.539 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Upload Button
21:07:34.905 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : Please paste records. is matching with the : Please paste records. text in the application 
21:07:34.905 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Please Paste Records Text is displayed
21:07:41.752 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Chrome Browser is launched
21:07:42.244 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Expected text : Log in. is matching with the : Log in. text in the application 
21:07:42.244 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Log In page is displayed
21:07:42.244 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Enter the value into User Id text box
21:07:42.465 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - 40136083 typed into User Id text box
21:07:42.465 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Enter the value into Password text box
21:07:42.652 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - GIM@123# typed into Password text box
21:07:42.653 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Login button is clickable
21:07:43.751 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Login button
21:07:44.371 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - GEO HR-Log in is successfull
21:07:44.437 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
21:07:44.438 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - HR Partner Manual popup is displayed
21:07:44.438 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Close button on HCL Banner is clickable
21:07:44.577 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Close button on HCL Banner
21:07:44.679 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Home page is displayed, url= https://staging.myhcl.com/GIM/Home/Index, title= Home Page
21:07:44.689 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Role: Employee
21:07:44.689 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Geo HR Initiate On Behalf Of Employee button is clickable
21:07:45.262 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Geo HR Initiate On Behalf Of Employee button
21:07:45.318 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Initiate Claim page is displayed, url= https://staging.myhcl.com/GIM/HRPartner/InitiateClaim, title= InitiateClaim
21:07:45.323 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Wait for Select Claim type Drop down
21:07:45.443 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Select Claim type Drop down is clickable
21:07:45.867 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Select Claim type Drop down
21:07:46.761 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - List of all Claim types from the Drop down is displayed.
21:07:46.773 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Wait for Car parking Deduction
21:07:47.054 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Able to mouse over on  Car parking Deduction
21:07:47.282 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Car parking Deduction
21:07:47.314 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Able to select Car parking Deduction from the Dropdown and default selection is Copy & Paste 
21:07:47.402 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Expected text : Car parking Deduction is matching with the : Car parking Deduction text in the application 
21:07:47.402 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Car parking Deduction is selected and default selection is Copy & Paste
21:07:47.411 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Scroll up
21:07:47.450 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Wait for Back button
21:07:47.572 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Back button is clickable
21:07:48.071 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Back button
21:07:48.114 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Initiate Claim page is displayed, url= https://staging.myhcl.com/GIM/HRPartner/InitiateClaim, title= InitiateClaim
21:07:55.059 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Chrome Browser is launched
21:07:55.569 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Expected text : Log in. is matching with the : Log in. text in the application 
21:07:55.569 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Log In page is displayed
21:07:55.569 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Enter the value into User Id text box
21:07:55.813 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - 40136083 typed into User Id text box
21:07:55.813 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Enter the value into Password text box
21:07:55.977 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - GIM@123# typed into Password text box
21:07:55.978 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Validate Login button is clickable
21:07:57.017 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Clicked on : Login button
21:07:57.650 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - GEO HR-Log in is successfull
21:07:57.720 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
21:07:57.721 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - HR Partner Manual popup is displayed
21:07:57.721 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Validate Close button on HCL Banner is clickable
21:07:57.869 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Clicked on : Close button on HCL Banner
21:07:57.945 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Home page is displayed, url= https://staging.myhcl.com/GIM/Home/Index, title= Home Page
