20:39:03.956 [main] INFO  com.hcl.gim.baseutil.BaseTest - 
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 88.0.4324.190, chrome: {chromedriverVersion: 87.0.4280.88 (89e2380a3e36c..., userDataDir: C:\Users\aatish.s.ASSOCIATE...}, goog:chromeOptions: {debuggerAddress: localhost:58758}, javascriptEnabled: true, networkConnectionEnabled: false, pageLoadStrategy: normal, platform: WINDOWS, platformName: WINDOWS, proxy: Proxy(), setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:virtualAuthenticators: true}
Session ID: 21da2013c14a0d61c5e3eeb85de68810
*** Element info: {Using=xpath, value=//div[@class='dz-filename']/span}
20:40:12.450 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Chrome Browser is launched
20:40:12.943 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : Log in. is matching with the : Log in. text in the application 
20:40:12.944 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Log In page is displayed
20:40:12.944 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Enter the value into User Id text box
20:40:13.132 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - 40136083 typed into User Id text box
20:40:13.133 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Enter the value into Password text box
20:40:13.370 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - GIM@123# typed into Password text box
20:40:13.371 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Login button is clickable
20:40:14.552 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Login button
20:40:15.187 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - GEO HR-Log in is successfull
20:40:15.255 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
20:40:15.255 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - HR Partner Manual popup is displayed
20:40:15.255 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Close button on HCL Banner is clickable
20:40:15.407 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Close button on HCL Banner
20:40:15.555 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Home page is displayed, url= https://staging.myhcl.com/GIM/Home/Index, title= Home Page
20:40:15.570 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Role: Employee
20:40:15.571 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Geo HR Initiate On Behalf Of Employee button is clickable
20:40:16.179 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Geo HR Initiate On Behalf Of Employee button
20:40:16.246 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Initiate Claim page is displayed, url= https://staging.myhcl.com/GIM/HRPartner/InitiateClaim, title= InitiateClaim
20:40:16.254 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Select Claim type Drop down
20:40:16.379 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Select Claim type Drop down is clickable
20:40:16.851 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Select Claim type Drop down
20:40:17.713 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - List of all Claim types from the Drop down is displayed.
20:40:17.730 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Car parking Deduction
20:40:17.943 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Able to mouse over on  Car parking Deduction
20:40:18.132 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Car parking Deduction
20:40:18.161 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Able to select Car parking Deduction from the Dropdown and default selection is Copy & Paste 
20:40:18.211 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : Car parking Deduction is matching with the : Car parking Deduction text in the application 
20:40:18.211 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Car parking Deduction is selected and default selection is Copy & Paste
20:40:18.246 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Scroll up
20:40:18.280 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Paste Your Content Here Text field
20:40:18.395 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Enter the value into Paste Your Content Here Text field
20:40:18.618 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Employee Code
 40207011 typed into Paste Your Content Here Text field
20:40:18.618 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Upload Document Link
20:40:18.736 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Upload Document Link is clickable
20:40:18.867 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Upload Document Link
20:40:25.960 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : Sample(JPEG).jpeg is matching with the : Sample(JPEG).jpeg text in the application 
20:40:25.960 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Sample(JPEG).jpeg file is uploaded
20:40:25.961 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Wait for Upload Button
20:40:26.084 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Validate Upload Button is clickable
20:40:26.294 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Clicked on : Upload Button
20:40:30.726 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Expected text : Please paste records. is matching with the : Please paste records. text in the application 
20:40:30.727 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0003 - Please Paste Records Text is displayed
20:40:36.179 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Chrome Browser is launched
20:40:36.614 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Expected text : Log in. is matching with the : Log in. text in the application 
20:40:36.614 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Log In page is displayed
20:40:36.615 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Enter the value into User Id text box
20:40:36.773 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - 40136083 typed into User Id text box
20:40:36.773 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Enter the value into Password text box
20:40:36.930 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - GIM@123# typed into Password text box
20:40:36.931 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Login button is clickable
20:40:38.016 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Login button
20:40:38.638 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - GEO HR-Log in is successfull
20:40:38.699 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
20:40:38.700 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - HR Partner Manual popup is displayed
20:40:38.700 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Close button on HCL Banner is clickable
20:40:38.837 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Close button on HCL Banner
20:40:38.924 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Home page is displayed, url= https://staging.myhcl.com/GIM/Home/Index, title= Home Page
20:40:38.930 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Role: Employee
20:40:38.933 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Geo HR Initiate On Behalf Of Employee button is clickable
20:40:39.658 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Geo HR Initiate On Behalf Of Employee button
20:40:39.719 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Initiate Claim page is displayed, url= https://staging.myhcl.com/GIM/HRPartner/InitiateClaim, title= InitiateClaim
20:40:39.726 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Wait for Select Claim type Drop down
20:40:39.855 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Select Claim type Drop down is clickable
20:40:40.316 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Select Claim type Drop down
20:40:41.306 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - List of all Claim types from the Drop down is displayed.
20:40:41.325 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Wait for Car parking Deduction
20:40:41.570 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Able to mouse over on  Car parking Deduction
20:40:41.802 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Car parking Deduction
20:40:41.834 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Able to select Car parking Deduction from the Dropdown and default selection is Copy & Paste 
20:40:41.922 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Expected text : Car parking Deduction is matching with the : Car parking Deduction text in the application 
20:40:41.923 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Car parking Deduction is selected and default selection is Copy & Paste
20:40:41.931 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Scroll up
20:40:41.973 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Wait for Back button
20:40:42.108 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Validate Back button is clickable
20:40:42.665 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Clicked on : Back button
20:40:42.712 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0004 - Initiate Claim page is displayed, url= https://staging.myhcl.com/GIM/HRPartner/InitiateClaim, title= InitiateClaim
20:40:49.468 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Chrome Browser is launched
20:40:49.894 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Expected text : Log in. is matching with the : Log in. text in the application 
20:40:49.895 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Log In page is displayed
20:40:49.895 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Enter the value into User Id text box
20:40:50.068 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - 40136083 typed into User Id text box
20:40:50.069 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Enter the value into Password text box
20:40:50.246 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - GIM@123# typed into Password text box
20:40:50.247 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Validate Login button is clickable
20:40:51.369 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Clicked on : Login button
20:40:52.017 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - GEO HR-Log in is successfull
20:40:52.085 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Expected text : HR Partner Manual is matching with the : HR Partner Manual text in the application 
20:40:52.086 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - HR Partner Manual popup is displayed
20:40:52.086 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Validate Close button on HCL Banner is clickable
20:40:52.234 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Clicked on : Close button on HCL Banner
20:40:52.395 [main] INFO  com.hcl.gim.testscripts.car_parking_deduction.TYSS_GIM_CPD_0005 - Home page is displayed, url= https://staging.myhcl.com/GIM/Home/Index, title= Home Page
