10:47:39.026 [main] INFO  com.hcl.gim.baseutil.BaseTest - 
10:47:51.515 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Clicked on : Patent Award
10:47:51.570 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Able to select Patent Award from the Dropdown and default selection is Copy & Paste 
10:47:51.697 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Expected text : Patent Award is matching with the : Patent Award text in the application 
10:47:51.697 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Patent Award is selected and default selection is Copy & Paste
10:47:51.706 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Scroll up
10:47:51.761 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Scroll up
10:47:51.812 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Wait for Excel Upload Radio Button
10:47:51.913 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Validate Excel Upload Radio Button is clickable
10:47:52.052 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Clicked on : Excel Upload Radio Button
10:47:52.114 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Excel Upload option is selected
10:47:52.114 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Wait for Excel Back button
10:47:52.250 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Validate Excel Back button is clickable
10:47:52.750 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Clicked on : Excel Back button
10:47:52.803 [main] INFO  com.hcl.gim.testscripts.patent_award.TYSS_GIM_PA_0014 - Initiate Claim page is displayed, url= https://staging.myhcl.com/GIM/HRPartner/InitiateClaim, title= InitiateClaim
